Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Calculated_Calories
2024-12-05,359,Oats,Grains,389,17.0,66.0,7.0,10.0,6.8,670,213,Breakfast,223,276.6
2024-06-02,518,Salmon,Meat,208,22.0,0.0,13.0,0.0,34.1,617,101,Breakfast,260,508.80000000000007
2024-02-02,943,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,8.6,499,90,Breakfast,324,670.4
2024-07-05,338,Cookies,Snacks,502,6.0,65.0,24.0,2.3,32.1,733,27,Breakfast,150,627.6
2024-12-17,481,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,43.8,266,233,Dinner,563,530.2
2024-04-18,405,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,17.1,11,293,Lunch,160,615.9000000000001
2024-12-16,496,Salmon,Meat,208,22.0,0.0,13.0,0.0,35.3,202,158,Snack,551,563.0
2024-02-13,162,Apple,Fruits,52,0.3,14.0,0.2,2.4,26.3,647,184,Breakfast,820,368.5
2024-12-05,522,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,36.5,169,296,Lunch,873,484.9
2024-05-14,453,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,19.6,758,2,Lunch,728,559.2
2024-07-20,956,Apple,Fruits,52,0.3,14.0,0.2,2.4,40.3,583,135,Dinner,101,558.6999999999999
2024-01-26,196,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,31.8,661,280,Snack,401,253.4
2024-02-14,548,Quinoa,Grains,120,4.4,21.0,1.9,2.8,49.2,747,235,Dinner,104,480.0
2024-08-03,503,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,23.4,626,87,Snack,732,671.0999999999999
2024-08-25,294,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,43.7,249,220,Breakfast,735,685.5
2024-10-04,605,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,19.5,419,138,Dinner,132,658.9
2024-10-15,841,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,37.3,806,3,Dinner,151,880.8
2024-06-20,853,Cheese,Dairy,402,25.0,0.4,33.0,0.0,47.9,655,253,Breakfast,210,611.2
2024-02-12,970,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,22.8,938,20,Breakfast,105,667.2
2024-05-17,859,Milk,Dairy,42,3.4,4.8,1.0,0.0,42.9,392,165,Dinner,707,505.2
2024-04-07,624,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,2.1,293,85,Snack,653,475.6
2024-12-03,645,Bread,Grains,265,9.0,49.0,3.2,2.7,25.1,458,225,Snack,431,402.2
2024-02-16,761,Water,Beverages,0,0.0,0.0,0.0,0.0,44.9,996,5,Dinner,487,605.9
2024-11-18,589,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,21.7,100,124,Dinner,128,712.2
2024-01-28,887,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,7.5,241,80,Breakfast,966,325.2
2024-08-15,609,Nuts,Snacks,607,20.0,21.0,54.0,7.0,17.1,966,274,Breakfast,206,244.70000000000002
2024-12-26,707,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,38.0,898,127,Breakfast,943,463.29999999999995
2024-03-01,356,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,40.5,6,158,Breakfast,877,890.6
2024-12-09,929,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,23.4,545,63,Dinner,471,212.8
2024-04-24,912,Eggs,Meat,143,13.0,0.7,10.0,0.0,6.1,262,159,Lunch,512,706.3
2024-02-22,807,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,46.2,172,3,Snack,323,635.9
2024-05-25,849,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,30.6,107,287,Breakfast,144,550.2
2024-04-10,443,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,25.9,523,59,Dinner,201,500.9000000000001
2024-01-22,547,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,26.3,565,64,Lunch,362,673.8
2024-02-29,141,Potato,Vegetables,77,2.0,17.0,0.1,2.2,16.2,992,130,Lunch,436,499.9
2024-09-20,218,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,36.2,992,236,Breakfast,148,376.9
2024-12-08,279,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,33.9,699,116,Lunch,524,695.5
2024-05-19,852,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,0.5,41,39,Breakfast,558,417.70000000000005
2024-10-14,708,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,26.7,534,270,Lunch,320,614.6
2024-04-09,382,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,48.3,933,71,Breakfast,122,647.5
2024-07-14,726,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,3.4,856,204,Breakfast,765,115.1
2024-06-06,148,Orange,Fruits,47,0.9,12.0,0.1,2.4,18.3,803,175,Lunch,101,530.5
2024-04-21,409,Quinoa,Grains,120,4.4,21.0,1.9,2.8,34.4,851,53,Lunch,201,423.69999999999993
2024-02-17,25,Rice,Grains,130,2.7,28.0,0.3,0.4,30.0,586,177,Snack,782,742.1
2024-10-29,572,Apple,Fruits,52,0.3,14.0,0.2,2.4,37.3,187,14,Lunch,743,380.0
2024-03-03,313,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,45.7,638,87,Snack,708,587.8
2024-06-17,271,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,12.5,562,9,Snack,211,428.40000000000003
2024-04-12,310,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,18.2,739,86,Dinner,425,788.7
2024-02-03,886,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,22.5,432,3,Dinner,860,679.5
2024-09-12,661,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,23.2,501,163,Lunch,728,605.1
2024-07-28,553,Coffee,Beverages,0,0.1,0.0,0.0,0.0,17.2,956,232,Breakfast,874,462.09999999999997
2024-11-27,504,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,41.2,739,51,Breakfast,303,197.9
2024-04-13,776,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,37.5,494,269,Snack,935,713.6
2024-01-28,452,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,18.3,805,65,Breakfast,560,706.0999999999999
2024-06-13,331,Nuts,Snacks,607,20.0,21.0,54.0,7.0,2.3,612,261,Lunch,794,619.5
2024-09-10,209,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,49.9,882,1,Breakfast,987,674.1
2024-04-29,248,Nuts,Snacks,607,20.0,21.0,54.0,7.0,22.7,197,209,Snack,480,164.4
2024-08-12,785,Milk,Dairy,42,3.4,4.8,1.0,0.0,9.0,284,278,Dinner,978,530.9
2024-09-18,452,Cheese,Dairy,402,25.0,0.4,33.0,0.0,7.2,356,181,Lunch,753,434.8
2024-03-27,604,Banana,Fruits,89,1.1,23.0,0.3,2.6,29.5,88,238,Snack,977,694.3
2024-11-29,80,Grapes,Fruits,69,0.7,18.0,0.2,0.9,1.9,895,81,Snack,623,531.7
2024-04-01,910,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,21.5,391,198,Dinner,541,750.2
2024-09-13,494,Oats,Grains,389,17.0,66.0,7.0,10.0,13.8,8,74,Breakfast,405,172.20000000000002
2024-10-19,247,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,5.9,215,158,Lunch,741,227.0
2024-04-01,699,Orange,Fruits,47,0.9,12.0,0.1,2.4,17.1,715,202,Lunch,791,542.2
2024-06-20,59,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,49.0,980,281,Breakfast,286,450.1
2024-12-08,78,Rice,Grains,130,2.7,28.0,0.3,0.4,48.4,145,18,Snack,137,240.79999999999998
2024-12-16,158,Quinoa,Grains,120,4.4,21.0,1.9,2.8,39.5,129,21,Dinner,779,550.1
2024-07-27,268,Water,Beverages,0,0.0,0.0,0.0,0.0,30.4,297,265,Snack,373,767.0
2024-11-28,626,Orange,Fruits,47,0.9,12.0,0.1,2.4,26.5,701,99,Breakfast,442,253.8
2024-12-20,625,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,27.5,859,134,Dinner,488,655.0
2024-10-06,732,Milk,Dairy,42,3.4,4.8,1.0,0.0,43.6,970,261,Snack,424,640.3000000000001
2024-01-02,860,Milk,Dairy,42,3.4,4.8,1.0,0.0,0.4,769,217,Lunch,741,348.2
2024-07-07,681,Banana,Fruits,89,1.1,23.0,0.3,2.6,24.9,33,226,Snack,387,631.5
2024-03-03,650,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,1.5,221,162,Breakfast,204,655.9
2024-12-27,939,Paneer,Dairy,265,18.0,1.2,20.0,0.0,14.9,510,63,Dinner,349,386.29999999999995
2024-10-01,714,Paneer,Dairy,265,18.0,1.2,20.0,0.0,11.4,653,58,Lunch,515,464.6
2024-04-07,471,Rice,Grains,130,2.7,28.0,0.3,0.4,40.8,546,292,Breakfast,211,744.3
2024-08-09,118,Water,Beverages,0,0.0,0.0,0.0,0.0,9.0,639,240,Dinner,883,545.4000000000001
2024-02-10,101,Grapes,Fruits,69,0.7,18.0,0.2,0.9,8.2,287,299,Dinner,884,398.4
2024-01-24,66,Cheese,Dairy,402,25.0,0.4,33.0,0.0,3.0,205,300,Breakfast,967,510.2
2024-08-29,209,Potato,Vegetables,77,2.0,17.0,0.1,2.2,12.7,74,216,Dinner,239,514.9
2024-06-22,326,Oats,Grains,389,17.0,66.0,7.0,10.0,24.3,866,49,Dinner,692,219.2
2024-02-14,595,Eggs,Meat,143,13.0,0.7,10.0,0.0,10.6,861,172,Breakfast,804,447.1
2024-01-12,540,Butter,Dairy,717,0.1,0.1,81.0,0.0,29.7,178,111,Breakfast,954,625.0999999999999
2024-07-11,437,Pasta,Grains,131,5.0,25.0,0.5,1.2,18.8,341,249,Breakfast,204,298.0
2024-06-18,790,Rice,Grains,130,2.7,28.0,0.3,0.4,6.5,749,36,Breakfast,707,809.2
2024-11-22,873,Apple,Fruits,52,0.3,14.0,0.2,2.4,46.6,317,288,Snack,476,299.0
2024-01-07,872,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,13.9,678,137,Dinner,926,551.1
2024-05-21,429,Pasta,Grains,131,5.0,25.0,0.5,1.2,3.3,130,209,Dinner,170,611.1
2024-03-19,597,Pasta,Grains,131,5.0,25.0,0.5,1.2,11.4,968,274,Dinner,641,668.9
2024-05-10,936,Cheese,Dairy,402,25.0,0.4,33.0,0.0,27.9,649,15,Dinner,585,753.5000000000001
2024-03-27,618,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,5.0,69,61,Dinner,430,381.09999999999997
2024-07-27,656,Salmon,Meat,208,22.0,0.0,13.0,0.0,40.4,807,97,Lunch,709,494.29999999999995
2024-03-19,817,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,49.6,289,85,Snack,617,342.2
2024-03-17,140,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,10.5,819,20,Breakfast,701,675.3
2024-05-25,426,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,42.8,228,133,Snack,940,622.5
2024-10-08,548,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,22.8,937,82,Breakfast,863,769.3
2024-11-24,402,Milk,Dairy,42,3.4,4.8,1.0,0.0,45.2,729,194,Snack,165,554.0
2024-04-20,56,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,47.2,776,73,Snack,740,653.5999999999999
2024-07-11,377,Orange,Fruits,47,0.9,12.0,0.1,2.4,6.7,342,173,Breakfast,932,939.6
2024-02-17,654,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,1.2,905,236,Snack,307,498.40000000000003
2024-10-15,993,Water,Beverages,0,0.0,0.0,0.0,0.0,0.6,746,299,Dinner,170,440.6
2024-03-25,551,Nuts,Snacks,425,19.9,64.0,5.3,0.7,49.9,843,187,Snack,604,383.3
2024-03-07,699,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,13.4,100,111,Breakfast,164,224.6
2024-12-22,854,Oats,Grains,389,17.0,66.0,7.0,10.0,32.6,940,238,Dinner,396,385.3
2024-01-16,18,Apple,Fruits,52,0.3,14.0,0.2,2.4,19.5,472,178,Breakfast,484,551.6
2024-04-22,930,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,0.7,879,86,Snack,395,476.6
2024-11-14,316,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,6.3,34,48,Lunch,334,622.9
2024-09-18,83,Oats,Grains,389,17.0,66.0,7.0,10.0,33.2,957,33,Dinner,623,506.5
2024-04-08,269,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,8.7,804,230,Lunch,295,619.7
2024-07-23,795,Nuts,Snacks,607,20.0,21.0,54.0,7.0,47.3,517,115,Snack,462,506.4
2024-06-23,709,Pasta,Grains,131,5.0,25.0,0.5,1.2,28.5,509,241,Snack,685,502.8
2024-10-05,785,Nuts,Snacks,607,20.0,21.0,54.0,7.0,28.8,209,268,Lunch,385,788.7
2024-10-30,764,Coffee,Beverages,0,0.1,0.0,0.0,0.0,21.1,838,199,Dinner,149,577.3
2024-02-09,334,Eggs,Meat,143,13.0,0.7,10.0,0.0,32.0,542,253,Lunch,238,119.2
2024-05-22,844,Rice,Grains,130,2.7,28.0,0.3,0.4,34.4,75,185,Dinner,375,232.20000000000002
2024-05-02,223,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,43.0,519,283,Snack,588,826.5
2024-12-21,22,Quinoa,Grains,120,4.4,21.0,1.9,2.8,33.0,157,78,Dinner,180,525.1
2024-07-16,469,Butter,Dairy,717,0.1,0.1,81.0,0.0,5.4,327,190,Snack,760,598.4000000000001
2024-08-24,241,Apple,Fruits,52,0.3,14.0,0.2,2.4,1.8,344,4,Snack,540,749.7
2024-10-08,913,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,47.8,613,212,Dinner,534,235.6
2024-06-11,19,Cheese,Dairy,402,25.0,0.4,33.0,0.0,34.1,572,186,Lunch,431,186.39999999999998
2024-05-18,166,Cookies,Snacks,502,6.0,65.0,24.0,2.3,45.9,79,25,Breakfast,930,374.9
2024-06-13,398,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,43.3,517,201,Lunch,171,531.7
2024-08-18,5,Chips,Snacks,536,7.0,53.0,35.0,4.4,45.6,542,202,Snack,422,807.3000000000001
2024-04-04,128,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,30.3,347,263,Lunch,606,818.2
2024-09-01,288,Pasta,Grains,131,5.0,25.0,0.5,1.2,49.2,783,153,Snack,369,758.9
2024-11-25,298,Chips,Snacks,536,7.0,53.0,35.0,4.4,9.1,501,187,Snack,388,277.2
2024-04-27,472,Milk,Dairy,42,3.4,4.8,1.0,0.0,28.5,636,262,Dinner,451,621.2
2024-09-27,319,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,22.3,70,219,Dinner,328,745.2
2024-02-14,704,Eggs,Meat,143,13.0,0.7,10.0,0.0,39.5,146,148,Dinner,435,392.3
2024-10-22,211,Apple,Fruits,52,0.3,14.0,0.2,2.4,8.6,249,32,Dinner,183,653.3000000000001
2024-11-18,320,Milk,Dairy,42,3.4,4.8,1.0,0.0,3.6,818,71,Dinner,511,475.6
2024-04-05,380,Apple,Fruits,52,0.3,14.0,0.2,2.4,12.8,358,169,Dinner,580,618.9000000000001
2024-07-01,736,Cookies,Snacks,502,6.0,65.0,24.0,2.3,1.9,158,283,Breakfast,508,686.0999999999999
2024-10-22,275,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,42.6,145,92,Lunch,179,816.6
2024-05-20,601,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,25.9,687,22,Snack,812,566.8
2024-04-13,558,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,5.5,49,58,Dinner,365,291.8
2024-08-09,111,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,37.3,327,53,Breakfast,329,558.1
2024-02-14,974,Milk,Dairy,42,3.4,4.8,1.0,0.0,49.7,905,63,Breakfast,265,686.5
2024-10-20,892,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,1.7,487,197,Dinner,243,483.70000000000005
2024-05-14,266,Grapes,Fruits,69,0.7,18.0,0.2,0.9,39.9,426,233,Dinner,731,693.2
2024-07-20,895,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,5.0,490,220,Dinner,323,606.4000000000001
2024-09-21,297,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,6.9,743,134,Lunch,659,351.6
2024-10-14,297,Pasta,Grains,131,5.0,25.0,0.5,1.2,33.6,603,21,Breakfast,851,397.3
2024-09-25,184,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,1.9,924,51,Dinner,677,555.8
2024-04-18,204,Bread,Grains,265,9.0,49.0,3.2,2.7,45.0,609,63,Lunch,757,803.0
2024-09-17,200,Apple,Fruits,52,0.3,14.0,0.2,2.4,4.4,408,198,Breakfast,309,255.7
2024-05-26,114,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,39.3,315,229,Breakfast,766,894.5999999999999
2024-11-29,96,Bread,Grains,265,9.0,49.0,3.2,2.7,0.0,911,72,Dinner,886,522.6
2024-06-14,46,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,30.2,63,215,Dinner,519,485.70000000000005
2024-04-20,316,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,18.8,303,75,Lunch,812,541.8000000000001
2024-08-17,949,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,23.5,38,218,Lunch,758,611.4
2024-11-26,949,Chips,Snacks,536,7.0,53.0,35.0,4.4,11.8,815,76,Breakfast,883,587.0
2024-12-26,394,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,38.3,548,17,Snack,500,379.30000000000007
2024-05-28,376,Potato,Vegetables,77,2.0,17.0,0.1,2.2,43.8,44,165,Snack,716,478.8
2024-08-21,79,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,16.3,974,173,Lunch,307,372.0
2024-11-03,145,Orange,Fruits,47,0.9,12.0,0.1,2.4,15.2,628,189,Snack,686,640.2
2024-05-03,727,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,12.6,72,140,Snack,550,315.8
2024-08-03,217,Salmon,Meat,208,22.0,0.0,13.0,0.0,9.2,284,262,Snack,316,505.0
2024-11-14,343,Water,Beverages,0,0.0,0.0,0.0,0.0,45.2,555,8,Dinner,372,317.3
2024-04-11,91,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,31.1,414,129,Lunch,397,557.5
2024-05-24,173,Milk,Dairy,42,3.4,4.8,1.0,0.0,29.0,4,12,Snack,771,159.0
2024-04-07,491,Coffee,Beverages,0,0.1,0.0,0.0,0.0,43.7,934,182,Lunch,232,483.4
2024-04-21,665,Quinoa,Grains,120,4.4,21.0,1.9,2.8,19.6,908,242,Lunch,905,302.3
2024-09-26,401,Butter,Dairy,717,0.1,0.1,81.0,0.0,44.4,959,41,Snack,781,396.4
2024-02-18,845,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,19.5,404,30,Snack,686,606.1
2024-02-08,381,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,40.9,596,45,Lunch,587,504.6
2024-11-13,749,Bread,Grains,265,9.0,49.0,3.2,2.7,43.9,326,0,Snack,585,829.7
2024-09-14,973,Butter,Dairy,717,0.1,0.1,81.0,0.0,13.5,100,109,Breakfast,640,188.6
2024-08-08,941,Quinoa,Grains,120,4.4,21.0,1.9,2.8,3.4,498,118,Breakfast,744,584.0
2024-03-26,8,Water,Beverages,0,0.0,0.0,0.0,0.0,12.9,290,53,Breakfast,900,540.4
2024-06-07,956,Paneer,Dairy,265,18.0,1.2,20.0,0.0,21.4,619,171,Snack,663,633.0999999999999
2024-05-30,832,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,42.8,564,89,Dinner,866,648.6
2024-08-31,67,Paneer,Dairy,265,18.0,1.2,20.0,0.0,24.2,356,157,Dinner,106,689.9000000000001
2024-02-03,402,Bread,Grains,265,9.0,49.0,3.2,2.7,40.3,251,177,Dinner,487,474.9
2024-05-12,363,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,15.4,183,69,Lunch,604,313.3
2024-01-17,683,Pasta,Grains,131,5.0,25.0,0.5,1.2,32.9,552,282,Dinner,120,658.4
2024-11-13,759,Bread,Grains,265,9.0,49.0,3.2,2.7,19.5,104,252,Snack,502,390.6
2024-08-26,45,Milk,Dairy,42,3.4,4.8,1.0,0.0,30.5,186,68,Breakfast,194,348.3
2024-08-15,936,Water,Beverages,0,0.0,0.0,0.0,0.0,32.8,499,54,Breakfast,649,687.4000000000001
2024-04-06,959,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,18.2,519,188,Breakfast,545,279.2
2024-07-12,650,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,24.2,162,24,Breakfast,356,620.5
2024-02-09,455,Orange,Fruits,47,0.9,12.0,0.1,2.4,47.3,702,230,Snack,916,416.9
2024-12-17,88,Water,Beverages,0,0.0,0.0,0.0,0.0,32.7,677,300,Dinner,867,659.9
2024-08-01,227,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,24.8,909,10,Lunch,741,939.6
2024-08-04,270,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,13.1,971,167,Snack,385,593.2
2024-04-07,734,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,43.6,614,39,Snack,140,686.4
2024-11-08,530,Banana,Fruits,89,1.1,23.0,0.3,2.6,16.1,19,53,Dinner,699,437.1
2024-04-05,962,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,7.2,24,227,Dinner,613,199.8
2024-02-17,430,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,18.7,409,210,Snack,304,612.1000000000001
2024-04-28,301,Coffee,Beverages,0,0.1,0.0,0.0,0.0,49.0,80,183,Snack,972,419.6
2024-10-05,922,Salmon,Meat,208,22.0,0.0,13.0,0.0,25.5,788,48,Breakfast,133,443.0
2024-04-13,871,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,19.1,452,175,Lunch,221,190.39999999999998
2024-06-20,30,Apple,Fruits,52,0.3,14.0,0.2,2.4,15.2,398,109,Lunch,364,406.1
2024-02-29,33,Salmon,Meat,208,22.0,0.0,13.0,0.0,20.0,499,156,Snack,781,358.40000000000003
2024-12-15,98,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,14.1,34,18,Snack,338,324.59999999999997
2024-03-28,924,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,40.1,14,107,Dinner,333,764.0
2024-12-30,803,Eggs,Meat,143,13.0,0.7,10.0,0.0,24.5,145,185,Dinner,154,445.70000000000005
2024-10-01,189,Cookies,Snacks,502,6.0,65.0,24.0,2.3,10.0,190,40,Snack,105,914.5
2024-07-10,322,Grapes,Fruits,69,0.7,18.0,0.2,0.9,17.7,473,25,Lunch,314,577.8
2024-04-19,532,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,32.4,634,48,Snack,871,577.0
2024-06-26,660,Milk,Dairy,42,3.4,4.8,1.0,0.0,5.3,699,202,Breakfast,261,750.9
2024-11-27,569,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,32.7,199,83,Breakfast,644,494.29999999999995
2024-08-05,309,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,6.5,116,223,Snack,564,520.1999999999999
2024-05-27,755,Potato,Vegetables,77,2.0,17.0,0.1,2.2,30.4,119,196,Snack,811,511.70000000000005
2024-09-18,449,Salmon,Meat,208,22.0,0.0,13.0,0.0,6.6,622,116,Breakfast,232,479.09999999999997
2024-06-08,715,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,14.0,582,153,Snack,609,203.3
2024-11-05,675,Chips,Snacks,536,7.0,53.0,35.0,4.4,10.3,523,111,Breakfast,182,529.5
2024-01-12,252,Eggs,Meat,143,13.0,0.7,10.0,0.0,20.1,792,212,Lunch,283,604.6
2024-04-24,736,Paneer,Dairy,265,18.0,1.2,20.0,0.0,46.6,845,257,Lunch,952,606.8
2024-06-18,424,Apple,Fruits,52,0.3,14.0,0.2,2.4,16.7,159,228,Breakfast,303,509.8
2024-01-31,700,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,27.4,482,143,Breakfast,885,609.8
2024-10-05,148,Orange,Fruits,47,0.9,12.0,0.1,2.4,13.3,152,257,Lunch,953,740.7
2024-01-25,78,Potato,Vegetables,77,2.0,17.0,0.1,2.2,32.3,471,59,Lunch,537,451.79999999999995
2024-07-08,80,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,1.1,974,289,Breakfast,802,719.4000000000001
2024-05-24,279,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,47.1,435,111,Dinner,765,736.4
2024-08-11,670,Milk,Dairy,42,3.4,4.8,1.0,0.0,17.4,194,181,Breakfast,563,344.9
2024-02-10,24,Coffee,Beverages,0,0.1,0.0,0.0,0.0,37.0,620,192,Breakfast,844,416.0
2024-06-11,213,Salmon,Meat,208,22.0,0.0,13.0,0.0,7.4,892,58,Snack,901,301.6
2024-12-15,324,Water,Beverages,0,0.0,0.0,0.0,0.0,40.4,648,111,Dinner,853,395.1
2024-11-27,901,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,36.5,287,245,Dinner,999,633.6
2024-06-11,604,Rice,Grains,130,2.7,28.0,0.3,0.4,8.4,82,56,Snack,328,455.2
2024-07-30,170,Butter,Dairy,717,0.1,0.1,81.0,0.0,38.6,207,204,Breakfast,152,645.0999999999999
2024-01-09,347,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,30.0,379,70,Breakfast,771,583.0
2024-03-25,473,Quinoa,Grains,120,4.4,21.0,1.9,2.8,35.2,876,39,Snack,221,641.9
2024-06-11,204,Salmon,Meat,208,22.0,0.0,13.0,0.0,13.4,379,100,Dinner,373,626.5
2024-03-19,532,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,40.9,334,185,Snack,998,459.90000000000003
2024-11-13,767,Milk,Dairy,42,3.4,4.8,1.0,0.0,19.5,13,150,Lunch,781,781.8
2024-11-17,366,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,45.4,763,156,Breakfast,816,205.9
2024-05-20,845,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,41.8,752,130,Dinner,186,848.9
2024-07-23,39,Paneer,Dairy,265,18.0,1.2,20.0,0.0,28.0,689,147,Breakfast,594,418.8
2024-10-25,64,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,39.2,451,94,Lunch,993,204.0
2024-11-22,289,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,37.3,250,76,Dinner,646,777.5999999999999
2024-05-09,477,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,28.0,861,70,Breakfast,897,279.40000000000003
2024-06-23,573,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,23.4,668,17,Dinner,669,346.6
2024-11-14,586,Water,Beverages,0,0.0,0.0,0.0,0.0,17.1,641,112,Breakfast,314,778.2
2024-03-04,662,Chips,Snacks,536,7.0,53.0,35.0,4.4,16.2,944,118,Breakfast,798,276.6
2024-05-25,976,Water,Beverages,0,0.0,0.0,0.0,0.0,31.1,373,83,Lunch,824,495.59999999999997
2024-05-21,224,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,17.1,964,296,Dinner,943,648.7
2024-06-08,218,Orange,Fruits,47,0.9,12.0,0.1,2.4,2.9,646,207,Lunch,314,488.3
2024-01-06,729,Bread,Grains,265,9.0,49.0,3.2,2.7,10.9,809,193,Snack,995,758.6
2024-12-13,269,Butter,Dairy,717,0.1,0.1,81.0,0.0,26.5,634,210,Breakfast,657,559.9
